,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,gridId
296805,I162031631,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,2016-04-23 22:18:00,2016,4,Saturday,22,Part One,WADSWORTH ST,42.3551479,-71.12674488,"(42.35514790, -71.12674488)",6324.0
296831,I162031601,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,23,,2016-04-23 09:30:00,2016,4,Saturday,9,Part One,LEXINGTON ST,42.37826778,-71.03601677,"(42.37826778, -71.03601677)",7558.0
296840,I162031592,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,457,,2016-04-23 19:16:00,2016,4,Saturday,19,Part One,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)",3540.0
296848,I162031583,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,912,,2016-04-23 18:33:00,2016,4,Saturday,18,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)",4834.0
296959,I162031469,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,771,,2016-04-23 11:49:00,2016,4,Saturday,11,Part One,FOSTER ST,42.34826233,-71.15745778,"(42.34826233, -71.15745778)",6013.0
296967,I162031461,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,620,,2016-04-17 10:30:00,2016,4,Sunday,10,Part One,HAVILAND ST,42.3462714,-71.08872599,"(42.34627140, -71.08872599)",5939.0
296997,I162031426,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,303,,2016-04-23 05:00:00,2016,4,Saturday,5,Part One,BRAGDON ST,42.31888243,-71.09929423,"(42.31888243, -71.09929423)",4535.0
297026,I162031403,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,431,,2016-04-22 18:00:00,2016,4,Friday,18,Part One,READING ST,42.33061974,-71.07388234,"(42.33061974, -71.07388234)",5144.0
297033,I162031398,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,268,,2016-04-23 00:24:00,2016,4,Saturday,0,Part One,EUSTIS ST,42.32723231,-71.07548216,"(42.32723231, -71.07548216)",4943.0
297045,I162031382,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,770,,2016-04-23 00:38:00,2016,4,Saturday,0,Part One,PARSONS ST,42.35109995,-71.15511026,"(42.35109995, -71.15511026)",6114.0
297050,I162031377,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,918,,2016-04-22 08:45:00,2016,4,Friday,8,Part One,SUMNER ST,42.31777605,-71.06197540000001,"(42.31777605, -71.06197540)",4548.0
297069,I162031355,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,261,,2016-04-22 21:55:00,2016,4,Friday,21,Part One,JULIAN ST,42.31894677,-71.0745277,"(42.31894677, -71.07452770)",4544.0
297080,I162031342,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,334,,2016-04-22 21:16:00,2016,4,Friday,21,Part One,CAMERON ST,42.31039358,-71.06399382,"(42.31039358, -71.06399382)",4148.0
297112,I162031306,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,796,,2016-04-19 23:00:00,2016,4,Tuesday,23,Part One,REEDSDALE ST,42.35174866,-71.12953705,"(42.35174866, -71.12953705)",6223.0
297125,I162031296,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,559,,2016-04-22 10:15:00,2016,4,Friday,10,Part One,CLIFTONDALE ST,42.28215569,-71.1309155,"(42.28215569, -71.13091550)",2723.0
297183,I162031237,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,782,,2016-04-22 15:02:08,2016,4,Friday,15,Part One,GORDON ST,42.35366255,-71.14074288,"(42.35366255, -71.14074288)",6319.0
297205,I162031212,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,822,,2016-04-22 10:00:00,2016,4,Friday,10,Part One,MARGARETTA DR,42.25705572,-71.14656188,"(42.25705572, -71.14656188)",1417.0
297208,I162031208,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,19,,2016-04-22 12:00:00,2016,4,Friday,12,Part One,SARATOGA ST,42.37784577,-71.03303551,"(42.37784577, -71.03303551)",7559.0
297215,I162031200,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,265,,2016-04-21 20:00:00,2016,4,Thursday,20,Part One,PERRIN ST,42.3218854,-71.07906279,"(42.32188540, -71.07906279)",4742.0
297221,I162031194,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,339,,2016-04-21 22:00:00,2016,4,Thursday,22,Part One,HANCOCK ST,42.30855033,-71.05874703,"(42.30855033, -71.05874703)",4050.0
297226,I162031188,560,Other Burglary,BURGLARY - OTHER - FORCE,E5,559,,2016-04-22 10:52:00,2016,4,Friday,10,Part One,WASHINGTON ST,42.28180103,-71.13311579,"(42.28180103, -71.13311579)",2722.0
297254,I162031159,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,E5,726,,2016-04-22 09:36:00,2016,4,Friday,9,Part One,SPRING ST,42.27736881,-71.16361851,"(42.27736881, -71.16361851)",2411.0
297262,I162031151,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,763,,2016-04-21 21:00:00,2016,4,Thursday,21,Part One,PARSONS ST,42.34985008,-71.15553141,"(42.34985008, -71.15553141)",6114.0
297269,I162031144,560,Other Burglary,BURGLARY - OTHER - FORCE,B2,601,,2016-04-22 08:30:00,2016,4,Friday,8,Part One,SAINT ALPHONSUS ST,42.33364098,-71.10088909999999,"(42.33364098, -71.10088910)",5334.0
297272,I162031141,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,631,,2016-04-22 07:12:00,2016,4,Friday,7,Part One,COMMONWEALTH AVE,42.349813700000006,-71.10581404,"(42.34981370, -71.10581404)",6132.0
297541,I162030835,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,823,,2016-04-20 07:45:00,2016,4,Wednesday,7,Part One,DOWNER AVE,42.31154172,-71.06122543,"(42.31154172, -71.06122543)",4149.0
297543,I162030833,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,111,,2016-04-21 07:47:00,2016,4,Thursday,7,Part One,WEST ST,42.35500441,-71.06300728,"(42.35500441, -71.06300728)",6348.0
297570,I162030799,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,257,,2016-04-21 00:30:00,2016,4,Thursday,0,Part One,ROWELL ST,42.31333949,-71.06424969999999,"(42.31333949, -71.06424970)",4248.0
297585,I162030779,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,244,,2016-04-20 21:28:00,2016,4,Wednesday,21,Part One,HOWES ST,42.31792539999999,-71.05784812,"(42.31792540, -71.05784812)",4550.0
297593,I162030770,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,496,,2016-04-06 21:37:00,2016,4,Wednesday,21,Part One,HYDE PARK AVE,42.26922388,-71.12085347,"(42.26922388, -71.12085347)",2027.0
297632,I162030731,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,53,,2016-04-20 18:00:00,2016,4,Wednesday,18,Part One,ESSEX ST,42.37902612,-71.06948073,"(42.37902612, -71.06948073)",7546.0
297648,I162030709,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,358,,2016-04-20 08:00:00,2016,4,Wednesday,8,Part One,GREENBRIER ST,42.29642169,-71.07045327,"(42.29642169, -71.07045327)",3445.0
297684,I162030677,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,903,,2016-04-05 19:00:00,2016,4,Tuesday,19,Part One,TROTTER CT,42.33596847,-71.08129856,"(42.33596847, -71.08129856)",5441.0
297691,I162030669,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,795,,2016-04-20 15:42:00,2016,4,Wednesday,15,Part One,BARROWS ST,42.35280917,-71.13816717,"(42.35280917, -71.13816717)",6220.0
297729,I162030629,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,941,,2016-04-15 20:30:00,2016,4,Friday,20,Part One,BROOKWAY TER,42.29066443,-71.11984079,"(42.29066443, -71.11984079)",3127.0
297811,I162030554,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,426,,2016-04-20 09:50:00,2016,4,Wednesday,9,Part One,BABSON ST,42.27064633,-71.09271881,"(42.27064633, -71.09271881)",2137.0
297834,I162030533,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,796,,2016-04-19 21:00:00,2016,4,Tuesday,21,Part One,REEDSDALE ST,42.35174866,-71.12953705,"(42.35174866, -71.12953705)",6223.0
297846,I162030521,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,459,,2016-04-20 03:36:00,2016,4,Wednesday,3,Part One,WASHINGTON ST,42.30455732,-71.07950549,"(42.30455732, -71.07950549)",3842.0
297914,I162030441,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,619,,2016-04-19 17:38:00,2016,4,Tuesday,17,Part One,SAINT STEPHEN ST,42.34231311,-71.0869637,"(42.34231311, -71.08696370)",5739.0
297964,I162030391,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,545,,2016-04-19 17:35:00,2016,4,Tuesday,17,Part One,AUSTIN ST,42.26255492,-71.12569519,"(42.26255492, -71.12569519)",1725.0
297967,I162030388,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,545,,2016-04-19 16:50:00,2016,4,Tuesday,16,Part One,AUSTIN ST,42.26255492,-71.12569519,"(42.26255492, -71.12569519)",1725.0
297988,I162030365,562,Other Burglary,BURGLARY - OTHER - NO FORCE,A15,58,,2016-04-19 16:24:00,2016,4,Tuesday,16,Part One,W SCHOOL ST,42.37544927,-71.06710639,"(42.37544927, -71.06710639)",7447.0
298056,I162030282,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A15,50,,2016-04-15 19:00:00,2016,4,Friday,19,Part One,ROLAND ST,42.3815959,-71.08014887,"(42.38159590, -71.08014887)",7742.0
298093,I162030241,562,Other Burglary,BURGLARY - OTHER - NO FORCE,C6,186,,2016-04-17 10:00:00,2016,4,Sunday,10,Part One,SOUTHAMPTON ST,42.33058014,-71.06248386,"(42.33058014, -71.06248386)",5148.0
298162,I162030172,562,Other Burglary,BURGLARY - OTHER - NO FORCE,E5,732,,2016-04-18 21:22:00,2016,4,Monday,21,Part One,PERHAM ST,42.28244089,-71.16366312,"(42.28244089, -71.16366312)",2711.0
298214,I162030119,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,638,,2016-04-08 09:00:00,2016,4,Friday,9,Part One,BOYLSTON ST,42.31699715,-71.10606776,"(42.31699715, -71.10606776)",4432.0
298265,I162030064,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,432,,2016-04-18 10:00:00,2016,4,Monday,10,Part One,LYFORD ST,42.28757188,-71.08333257,"(42.28757188, -71.08333257)",2941.0
298275,I162030054,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,636,,2016-04-18 13:51:00,2016,4,Monday,13,Part One,PAUL GORE ST,42.31974094,-71.10840592,"(42.31974094, -71.10840592)",4631.0
298312,I162030010,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,E13,576,,2016-04-18 10:50:00,2016,4,Monday,10,Part One,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)",4333.0
298318,I162030003,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,297,,2016-04-18 11:02:17,2016,4,Monday,11,Part One,WALNUT AVE,42.32217348,-71.08506711,"(42.32217348, -71.08506711)",4740.0
298337,I162029983,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,456,,2016-04-18 09:29:00,2016,4,Monday,9,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)",3641.0
298353,I162029968,560,Other Burglary,BURGLARY - OTHER - FORCE,E18,516,,2016-04-18 07:14:00,2016,4,Monday,7,Part One,POND ST,42.24995502,-71.11692626,"(42.24995502, -71.11692626)",1128.0
298403,I162029912,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,582,,2016-04-17 17:00:00,2016,4,Sunday,17,Part One,DAY ST,42.32242182,-71.10988918,"(42.32242182, -71.10988918)",4731.0
298408,I162029906,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,637,,2016-04-17 14:30:00,2016,4,Sunday,14,Part One,CLIVE ST,42.31714715,-71.10815326,"(42.31714715, -71.10815326)",4431.0
298457,I162029850,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,346,,2016-04-01 00:00:00,2016,4,Friday,0,Part One,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)",3948.0
298587,I162029723,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E5,691,,2016-04-16 22:30:00,2016,4,Saturday,22,Part One,CENTRE ST,42.28720749,-71.14938022,"(42.28720749, -71.14938022)",2916.0
298660,I162029644,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,605,,2016-04-16 21:41:00,2016,4,Saturday,21,Part One,ELDORA ST,42.33128553,-71.10772497,"(42.33128553, -71.10772497)",5131.0
298661,I162029644,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,605,,2016-04-16 21:41:00,2016,4,Saturday,21,Part One,ELDORA ST,42.33128553,-71.10772497,"(42.33128553, -71.10772497)",5131.0
298666,I162029637,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,5,,2016-04-16 20:19:00,2016,4,Saturday,20,Part One,BAYSWATER ST,42.38378658,-71.00258135,"(42.38378658, -71.00258135)",7871.0
298734,I162029570,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,605,,2016-04-16 16:18:00,2016,4,Saturday,16,Part One,HUNTINGTON AVE,42.33322007,-71.10943943,"(42.33322007, -71.10943943)",5231.0
298795,I162029506,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,238,,2016-04-16 11:59:00,2016,4,Saturday,11,Part One,BELDEN ST,42.31889773,-71.06525527,"(42.31889773, -71.06525527)",4547.0
298870,I162029423,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,587,,2016-04-16 02:20:00,2016,4,Saturday,2,Part One,SEWALL ST,42.33142419,-71.09809906,"(42.33142419, -71.09809906)",5135.0
298885,I162029401,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,571,,2016-04-15 22:51:00,2016,4,Friday,22,Part One,MONTEBELLO RD,42.31176766,-71.09971564,"(42.31176766, -71.09971564)",4234.0
298912,I162029374,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,578,,2016-04-15 21:37:00,2016,4,Friday,21,Part One,TERMINE AVE,42.32098677,-71.10832831,"(42.32098677, -71.10832831)",4631.0
298923,I162029363,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,297,,2016-04-15 14:00:00,2016,4,Friday,14,Part One,ROCKLAND ST,42.32224199,-71.08432664,"(42.32224199, -71.08432664)",4740.0
299128,I162029155,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E5,725,,2016-04-15 05:33:00,2016,4,Friday,5,Part One,SPRING ST,42.27551471,-71.16753205,"(42.27551471, -71.16753205)",2309.0
299134,I162029149,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,151,,2016-04-15 03:57:00,2016,4,Friday,3,Part One,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",5945.0
299165,I162029111,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,308,,2016-04-14 22:35:00,2016,4,Thursday,22,Part One,HAROLD PARK,42.31913288,-71.08767379,"(42.31913288, -71.08767379)",4539.0
299168,I162029106,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,799,,2016-04-14 21:20:00,2016,4,Thursday,21,Part One,ASHFORD TER,42.35480263,-71.12628401,"(42.35480263, -71.12628401)",6325.0
299229,I162029043,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,187,,2016-04-14 08:20:00,2016,4,Thursday,8,Part One,HOWELL ST,42.32516265,-71.05817646,"(42.32516265, -71.05817646)",4850.0
299256,I162029018,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,577,,2016-04-14 15:38:00,2016,4,Thursday,15,Part One,MENDELL WAY,42.31615541,-71.10123179,"(42.31615541, -71.10123179)",4434.0
299260,I162029014,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,606,,2016-04-14 15:13:00,2016,4,Thursday,15,Part One,EUGENE CIR,42.32822636,-71.10902877,"(42.32822636, -71.10902877)",5031.0
299276,I162029001,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,126,,2016-02-05 11:00:00,2016,2,Friday,11,Part One,MELROSE ST,42.34935468,-71.06755759999999,"(42.34935468, -71.06755760)",6046.0
299327,I162028942,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,398,,2016-04-14 10:54:00,2016,4,Thursday,10,Part One,TALBOT AVE,42.28979533,-71.06897947,"(42.28979533, -71.06897947)",3146.0
299387,I162028875,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,167,,2016-04-13 21:00:00,2016,4,Wednesday,21,Part One,HARRISON AVE,42.34039989,-71.0683172,"(42.34039989, -71.06831720)",5646.0
299414,I162028840,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,790,,2016-04-09 04:00:00,2016,4,Saturday,4,Part One,STRATHMORE RD,42.33777155,-71.14740953,"(42.33777155, -71.14740953)",5517.0
299453,I162028799,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,180,,2016-04-13 14:43:00,2016,4,Wednesday,14,Part One,EUSTIS ST,42.32635435,-71.07422322,"(42.32635435, -71.07422322)",4944.0
299565,I162028687,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,301,,2016-04-13 13:33:00,2016,4,Wednesday,13,Part One,FORT AVE,42.32525553,-71.09365254,"(42.32525553, -71.09365254)",4837.0
299578,I162028674,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,293,,2016-04-13 14:55:00,2016,4,Wednesday,14,Part One,ROCKLEDGE ST,42.32659416,-71.08992059,"(42.32659416, -71.08992059)",4938.0
299629,I162028624,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,564,,2016-04-13 08:45:00,2016,4,Wednesday,8,Part One,BROOKWAY TER,42.29066443,-71.11984079,"(42.29066443, -71.11984079)",3127.0
299648,I162028600,562,Other Burglary,BURGLARY - OTHER - NO FORCE,A1,120,,2016-04-12 11:05:00,2016,4,Tuesday,11,Part One,BOYLSTON ST,42.352365999999996,-71.06833609,"(42.35236600, -71.06833609)",6246.0
299692,I162028551,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,259,,2016-04-13 07:56:00,2016,4,Wednesday,7,Part One,ALEXANDER ST,42.31458709,-71.07078303,"(42.31458709, -71.07078303)",4345.0
299697,I162028547,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,33,,2016-04-13 06:24:00,2016,4,Wednesday,6,Part One,SUMNER ST,42.36481844,-71.03039653,"(42.36481844, -71.03039653)",6860.0
299699,I162028545,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,162,,2016-04-12 15:00:00,2016,4,Tuesday,15,Part One,SHAWMUT AVE,42.34622511,-71.06611417,"(42.34622511, -71.06611417)",5947.0
299715,I162028530,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,193,,2016-04-13 03:06:00,2016,4,Wednesday,3,Part One,ROGERS ST,42.32967465,-71.05555264,"(42.32967465, -71.05555264)",5151.0
299772,I162028459,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,25,,2016-04-12 18:04:00,2016,4,Tuesday,18,Part One,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)",7757.0
299850,I162028373,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,358,,2016-04-12 16:07:00,2016,4,Tuesday,16,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)",3548.0
299931,I162028284,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,515,,2016-04-10 18:00:00,2016,4,Sunday,18,Part One,DANA AVE,42.2457775,-71.118076,"(42.24577750, -71.11807600)",828.0
299947,I162028263,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E13,582,,2016-04-12 09:00:00,2016,4,Tuesday,9,Part One,CREIGHTON ST,42.32348445,-71.10813006,"(42.32348445, -71.10813006)",4731.0
299966,I162028243,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E5,562,,2016-04-11 07:30:00,2016,4,Monday,7,Part One,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)",3024.0
299972,I162028235,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E5,728,,2016-04-12 05:16:00,2016,4,Tuesday,5,Part One,VFW PKWY,42.27720189,-71.17222257,"(42.27720189, -71.17222257)",2408.0
299973,I162028234,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,264,,2016-04-12 03:30:00,2016,4,Tuesday,3,Part One,E COTTAGE ST,42.32130559,-71.06831551,"(42.32130559, -71.06831551)",4646.0
300028,I162028179,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,34,,2016-04-11 22:03:00,2016,4,Monday,22,Part One,SUMNER PL,42.36625191,-71.03426833,"(42.36625191, -71.03426833)",6959.0
300045,I162028162,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,137,,2016-04-11 08:00:00,2016,4,Monday,8,Part One,NEWBURY ST,42.34999733,-71.08103440000001,"(42.34999733, -71.08103440)",6141.0
300092,I162028113,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,493,,2016-04-11 07:00:00,2016,4,Monday,7,Part One,MAIDA TER,42.26081911,-71.11350377,"(42.26081911, -71.11350377)",1629.0
300146,I162028059,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,435,,2016-04-11 16:18:00,2016,4,Monday,16,Part One,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)",2943.0
300178,I162028024,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,422,,2016-04-11 11:10:00,2016,4,Monday,11,Part One,RIVER ST,42.27132363,-71.08183509,"(42.27132363, -71.08183509)",2141.0
300241,I162027951,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,429,,2016-04-11 11:06:00,2016,4,Monday,11,Part One,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)",2839.0
300247,I162027945,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,134,,2016-04-09 18:00:00,2016,4,Saturday,18,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)",6143.0
300263,I162027924,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,193,,2016-04-11 09:35:00,2016,4,Monday,9,Part One,WARD ST,42.32972848,-71.05466781,"(42.32972848, -71.05466781)",5151.0
300265,I162027922,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,913,,2016-01-01 00:01:00,2016,1,Friday,0,Part One,MOUNT VERNON ST,42.31893277,-71.04541663,"(42.31893277, -71.04541663)",4555.0
300302,I162027872,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,523,,2016-04-10 17:50:00,2016,4,Sunday,17,Part One,HYDE PARK AVE,42.24260011,-71.13035022,"(42.24260011, -71.13035022)",723.0
300449,I162027719,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,402,,2016-04-09 22:00:00,2016,4,Saturday,22,Part One,WASHINGTON ST,42.28164735,-71.07111848,"(42.28164735, -71.07111848)",2645.0
300470,I162027694,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,23,,2016-04-09 07:37:00,2016,4,Saturday,7,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)",7457.0
300492,I162027677,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,327,,2016-04-10 04:21:00,2016,4,Sunday,4,Part One,MAGNOLIA SQ,42.31513535,-71.07195779999999,"(42.31513535, -71.07195780)",4345.0
300523,I162027644,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,586,,2016-04-09 14:00:00,2016,4,Saturday,14,Part One,CALUMET ST,42.32902859,-71.1009306,"(42.32902859, -71.10093060)",5034.0
300571,I162027596,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,2016-04-09 19:00:00,2016,4,Saturday,19,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)",5942.0
300573,I162027594,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,2016-04-09 19:49:00,2016,4,Saturday,19,Part One,ASHFORD ST,42.35458677,-71.12673268,"(42.35458677, -71.12673268)",6324.0
300585,I162027582,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,578,,2016-04-07 07:30:00,2016,4,Thursday,7,Part One,FORBES ST,42.3211829,-71.10682779999999,"(42.32118290, -71.10682780)",4632.0
300620,I162027549,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,268,,2016-04-09 15:16:00,2016,4,Saturday,15,Part One,EUSTIS ST,42.329003799999995,-71.07838214,"(42.32900380, -71.07838214)",5042.0
